0.000000000,0.000000000,1.999999225
0.000000000,0.000843170,0.999999225
0.000000000,0.002529511,0.999998802
0.001126126,0.002529511,0.999998692
0.001126126,0.011804384,0.999996799
0.002252252,0.011804384,0.999996665
0.002252252,0.037099494,0.999984332
0.003378378,0.037099494,0.999983844
0.003378378,0.048903879,0.999973943
0.004504505,0.048903879,0.999973798
0.004504505,0.115514334,0.999913286
0.005630631,0.115514334,0.999912869
0.005630631,0.133220911,0.999891296
0.007882883,0.133220911,0.999889139
0.007882883,0.139966273,0.999880968
0.009009009,0.139966273,0.999880897
0.009009009,0.145025295,0.999877772
0.010135135,0.145025295,0.999875053
0.010135135,0.158516020,0.999862784
0.011261261,0.158516020,0.999862317
0.011261261,0.193929174,0.999802220
0.012387387,0.193929174,0.999801627
0.012387387,0.195615514,0.999801051
0.013513514,0.195615514,0.999799979
0.013513514,0.232715008,0.999720110
0.014639640,0.232715008,0.999717872
0.014639640,0.241146712,0.999699211
0.015765766,0.241146712,0.999698353
0.015765766,0.250421585,0.999674031
0.016891892,0.250421585,0.999672158
0.016891892,0.276559865,0.999606721
0.018018018,0.276559865,0.999605448
0.018018018,0.278246206,0.999598836
0.019144144,0.278246206,0.999596561
0.019144144,0.285834739,0.999573236
0.020270270,0.285834739,0.999570913
0.020270270,0.300168634,0.999529311
0.021396396,0.300168634,0.999528969
0.021396396,0.311129848,0.999506723
0.022522523,0.311129848,0.999504783
0.022522523,0.312816189,0.999500386
0.023648649,0.312816189,0.999499780
0.023648649,0.317875211,0.999484298
0.024774775,0.317875211,0.999483943
0.024774775,0.333895447,0.999414552
0.025900901,0.333895447,0.999414427
0.025900901,0.334738617,0.999412415
0.027027027,0.334738617,0.999412244
0.027027027,0.341483980,0.999401123
0.028153153,0.341483980,0.999399858
0.028153153,0.346543002,0.999386526
0.030405405,0.346543002,0.999382555
0.030405405,0.349072513,0.999373075
0.031531532,0.349072513,0.999370002
0.031531532,0.352445194,0.999357717
0.032657658,0.352445194,0.999353751
0.032657658,0.353288364,0.999351512
0.033783784,0.353288364,0.999350234
0.033783784,0.354974705,0.999349205
0.034909910,0.354974705,0.999348645
0.034909910,0.370994941,0.999305012
0.036036036,0.370994941,0.999304056
0.036036036,0.378583474,0.999274546
0.037162162,0.378583474,0.999271551
0.037162162,0.380269815,0.999266390
0.038288288,0.380269815,0.999265645
0.038288288,0.389544688,0.999233386
0.039414414,0.389544688,0.999232402
0.039414414,0.392917369,0.999219422
0.040540541,0.392917369,0.999213314
0.040540541,0.395446880,0.999210251
0.041666667,0.395446880,0.999208479
0.041666667,0.397133221,0.999208123
0.042792793,0.397133221,0.999203709
0.042792793,0.407251265,0.999189076
0.043918919,0.407251265,0.999188386
0.043918919,0.442664418,0.999012596
0.045045045,0.442664418,0.999005976
0.045045045,0.448566610,0.998978622
0.046171171,0.448566610,0.998976898
0.046171171,0.458684654,0.998920695
0.047297297,0.458684654,0.998920177
0.047297297,0.472175379,0.998841179
0.048423423,0.472175379,0.998829707
0.048423423,0.484822934,0.998756289
0.049549550,0.484822934,0.998750374
0.049549550,0.489038786,0.998741061
0.050675676,0.489038786,0.998721317
0.050675676,0.497470489,0.998688044
0.052927928,0.497470489,0.998686591
0.052927928,0.507588533,0.998630993
0.054054054,0.507588533,0.998630376
0.054054054,0.508431703,0.998618581
0.055180180,0.508431703,0.998610423
0.055180180,0.518549747,0.998537343
0.056306306,0.518549747,0.998537187
0.056306306,0.525295110,0.998471114
0.057432432,0.525295110,0.998465854
0.057432432,0.529510961,0.998429077
0.058558559,0.529510961,0.998424541
0.058558559,0.532040472,0.998397412
0.059684685,0.532040472,0.998397063
0.059684685,0.534569983,0.998373026
0.060810811,0.534569983,0.998372336
0.060810811,0.544688027,0.998280512
0.061936937,0.544688027,0.998276865
0.061936937,0.549747049,0.998214146
0.064189189,0.549747049,0.998185771
0.064189189,0.553119730,0.998133143
0.065315315,0.553119730,0.998130082
0.065315315,0.557335582,0.998086230
0.067567568,0.557335582,0.998055479
0.067567568,0.562394604,0.998037044
0.068693694,0.562394604,0.998034055
0.068693694,0.563237774,0.998023327
0.069819820,0.563237774,0.998022903
0.069819820,0.564080944,0.998021139
0.070945946,0.564080944,0.998005475
0.070945946,0.567453626,0.997981870
0.072072072,0.567453626,0.997979988
0.072072072,0.568296796,0.997979300
0.074324324,0.568296796,0.997957913
0.074324324,0.569139966,0.997955181
0.075450450,0.569139966,0.997947192
0.075450450,0.569983137,0.997946834
0.076576577,0.569983137,0.997935695
0.076576577,0.574198988,0.997912471
0.077702703,0.574198988,0.997896727
0.077702703,0.576728499,0.997858825
0.078828829,0.576728499,0.997848551
0.078828829,0.578414840,0.997846695
0.081081081,0.578414840,0.997801211
0.081081081,0.580944351,0.997752328
0.082207207,0.580944351,0.997752046
0.082207207,0.590219224,0.997667750
0.083333333,0.590219224,0.997662254
0.083333333,0.591062395,0.997658481
0.084459459,0.591062395,0.997654628
0.084459459,0.591905565,0.997648675
0.086711712,0.591905565,0.997639764
0.086711712,0.597807757,0.997574189
0.087837838,0.597807757,0.997566402
0.087837838,0.602023609,0.997539508
0.088963964,0.602023609,0.997527264
0.088963964,0.605396290,0.997481963
0.092342342,0.605396290,0.997456449
0.092342342,0.613827993,0.997398030
0.093468468,0.613827993,0.997379376
0.093468468,0.615514334,0.997340636
0.096846847,0.615514334,0.997315002
0.096846847,0.620573356,0.997281151
0.097972973,0.620573356,0.997271559
0.097972973,0.626475548,0.997224336
0.099099099,0.626475548,0.997221316
0.099099099,0.630691400,0.997173359
0.100225225,0.630691400,0.997169054
0.100225225,0.633220911,0.997089760
0.101351351,0.633220911,0.997086409
0.101351351,0.634064081,0.997068450
0.102477477,0.634064081,0.997067194
0.102477477,0.634907251,0.997052666
0.103603604,0.634907251,0.997051223
0.103603604,0.637436762,0.997033071
0.104729730,0.637436762,0.997028958
0.104729730,0.639123103,0.997002744
0.106981982,0.639123103,0.996958792
0.106981982,0.640809444,0.996934343
0.108108108,0.640809444,0.996925580
0.108108108,0.641652614,0.996922919
0.110360360,0.641652614,0.996915136
0.110360360,0.642495784,0.996898450
0.111486486,0.642495784,0.996896614
0.111486486,0.645025295,0.996866304
0.112612613,0.645025295,0.996855486
0.112612613,0.646711636,0.996832969
0.114864865,0.646711636,0.996821758
0.114864865,0.647554806,0.996817553
0.115990991,0.647554806,0.996792714
0.115990991,0.650084317,0.996762331
0.117117117,0.650084317,0.996759519
0.117117117,0.650927487,0.996758657
0.119369369,0.650927487,0.996732765
0.119369369,0.656829680,0.996672150
