FPrate,Sensivity[Mean],Sensivity[Lower bound],Sensivity[Upper bound]
1.546579658,0.888514280,0.865025461,0.910409570
1.547367237,0.888534665,0.865100086,0.910409570
1.548154815,0.888534665,0.865100086,0.910409570
1.548942394,0.888558328,0.865100086,0.910409570
1.549729973,0.888575971,0.865100086,0.910409570
1.550517552,0.888575971,0.865100086,0.910409570
1.551305131,0.888604164,0.865100086,0.910409570
1.552092709,0.888622403,0.865100086,0.910409570
1.552880288,0.888622403,0.865100086,0.910409570
1.553667867,0.888643205,0.865109265,0.910409570
1.554455446,0.888669252,0.865109265,0.910409570
1.555243024,0.888692439,0.865109265,0.910409570
1.556030603,0.888692439,0.865109265,0.910409570
1.556818182,0.888707340,0.865109265,0.910447776
1.557605761,0.888729274,0.865109265,0.910447776
1.558393339,0.888729274,0.865109265,0.910447776
1.559180918,0.888740242,0.865109265,0.910447776
1.559968497,0.888757646,0.865109265,0.910447776
1.560756076,0.888757646,0.865109265,0.910447776
1.561543654,0.888776064,0.865109265,0.910447776
1.562331233,0.888787866,0.865109265,0.910447776
1.563118812,0.888818204,0.865109265,0.910447776
1.563906391,0.888818204,0.865109265,0.910447776
1.564693969,0.888835788,0.865109265,0.910447776
1.565481548,0.888866842,0.865109265,0.910447776
1.566269127,0.888866842,0.865109265,0.910447776
1.567056706,0.888897240,0.865120292,0.910447776
1.567844284,0.888915837,0.865120292,0.910447776
1.568631863,0.888915837,0.865120292,0.910447776
1.569419442,0.888936520,0.865293205,0.910447776
1.570207021,0.888951540,0.865293205,0.910447776
1.570994599,0.888961077,0.865293205,0.910447776
1.571782178,0.888961077,0.865293205,0.910447776
1.572569757,0.888976812,0.865293205,0.910447776
1.573357336,0.888990223,0.865293205,0.910447776
1.574144914,0.888990223,0.865293205,0.910447776
1.574932493,0.889003813,0.865293205,0.910447776
1.575720072,0.889029682,0.865293205,0.910447776
1.576507651,0.889029682,0.865293205,0.910447776
1.577295230,0.889051199,0.865293205,0.910447776
1.578082808,0.889074504,0.865293205,0.910447776
1.578870387,0.889087856,0.865293205,0.910447776
1.579657966,0.889087856,0.865293205,0.910447776
1.580445545,0.889109850,0.865293205,0.910447776
1.581233123,0.889124811,0.865293205,0.910471618
1.582020702,0.889124811,0.865293205,0.910471618
1.582808281,0.889147758,0.865293205,0.910471618
1.583595860,0.889160275,0.865293205,0.910471618
1.584383438,0.889160275,0.865293205,0.910471618
1.585171017,0.889196157,0.865293205,0.910471618
1.585958596,0.889219403,0.865293205,0.910471618
1.586746175,0.889232278,0.865293205,0.910671949
1.587533753,0.889232278,0.865293205,0.910671949
1.588321332,0.889260828,0.865293205,0.910671949
1.589108911,0.889281154,0.865293205,0.910728931
1.589896490,0.889281154,0.865293205,0.910728931
1.590684068,0.889301538,0.865293205,0.910728931
1.591471647,0.889319062,0.865293205,0.910728931
1.592259226,0.889319062,0.865293205,0.910728931
1.593046805,0.889351189,0.865293205,0.910728931
1.593834383,0.889363170,0.865293205,0.910728931
1.594621962,0.889389396,0.865293205,0.910728931
1.595409541,0.889389396,0.865293205,0.910728931
1.596197120,0.889408052,0.865293205,0.910745263
1.596984698,0.889428318,0.865293205,0.910745263
1.597772277,0.889428318,0.865293205,0.910745263
1.598559856,0.889452040,0.865293205,0.910745263
1.599347435,0.889474154,0.865369022,0.910758972
1.600135014,0.889474154,0.865369022,0.910758972
1.600922592,0.889506817,0.865369022,0.910758972
1.601710171,0.889521718,0.865369022,0.910758972
1.602497750,0.889551401,0.865961194,0.910758972
1.603285329,0.889551401,0.865961194,0.910758972
1.604072907,0.889578164,0.865961194,0.910758972
1.604860486,0.889603496,0.865971088,0.910790145
1.605648065,0.889603496,0.865971088,0.910790145
1.606435644,0.889626622,0.865971088,0.910849452
1.607223222,0.889648974,0.865971088,0.910958886
1.608010801,0.889648974,0.865971088,0.910958886
1.608798380,0.889677346,0.865971088,0.910958886
1.609585959,0.889691889,0.865971088,0.910958886
1.610373537,0.889712036,0.865971088,0.910958886
1.611161116,0.889712036,0.865971088,0.910958886
1.611948695,0.889739990,0.865971088,0.911032021
1.612736274,0.889773786,0.865971088,0.911032021
1.613523852,0.889773786,0.865971088,0.911032021
1.614311431,0.889800608,0.865971088,0.911032021
1.615099010,0.889820337,0.865971088,0.911032021
1.615886589,0.889820337,0.865971088,0.911032021
1.616674167,0.889834940,0.865971088,0.911032021
1.617461746,0.889859498,0.865971088,0.911111116
1.618249325,0.889884949,0.865971088,0.911270976
1.619036904,0.889884949,0.865971088,0.911270976
1.619824482,0.889920652,0.865971088,0.911270976
1.620612061,0.889943004,0.865971088,0.911359727
1.621399640,0.889943004,0.865971088,0.911359727
1.622187219,0.889957011,0.865971088,0.911359727
1.622974797,0.889990449,0.865971088,0.911467135
1.623762376,0.889990449,0.865971088,0.911467135
1.624549955,0.890009165,0.865979373,0.911535144
1.625337534,0.890029192,0.865979373,0.911535144
1.626125113,0.890029192,0.865979373,0.911535144
1.626912691,0.890059710,0.865979373,0.911593020
1.627700270,0.890085042,0.865979373,0.911593020
1.628487849,0.890109479,0.866004944,0.911593020
1.629275428,0.890109479,0.866004944,0.911593020
1.630063006,0.890135586,0.866004944,0.911788940
1.630850585,0.890162706,0.866004944,0.911788940
1.631638164,0.890162706,0.866004944,0.911788940
1.632425743,0.890192151,0.866004944,0.911788940
1.633213321,0.890207171,0.866555452,0.911788940
1.634000900,0.890207171,0.866555452,0.911788940
1.634788479,0.890233517,0.866555452,0.911788940
1.635576058,0.890254617,0.866555452,0.911788940
1.636363636,0.890271544,0.866555452,0.911939025
1.637151215,0.890271544,0.866555452,0.911939025
1.637938794,0.890286744,0.866555452,0.911939025
1.638726373,0.890306771,0.866555452,0.911939025
1.639513951,0.890306771,0.866555452,0.911939025
1.640301530,0.890320897,0.866555452,0.911939025
1.641089109,0.890338421,0.866555452,0.911939025
1.641876688,0.890338421,0.866555452,0.911939025
1.642664266,0.890364885,0.866555452,0.911939025
1.643451845,0.890385032,0.866555452,0.912116051
1.644239424,0.890403569,0.866555452,0.912489355
1.645027003,0.890403569,0.866555452,0.912489355
1.645814581,0.890423000,0.866555452,0.912489355
1.646602160,0.890452623,0.866555452,0.912489355
1.647389739,0.890452623,0.866555452,0.912489355
1.648177318,0.890467525,0.866555452,0.912489355
1.648964896,0.890495777,0.866722524,0.912489355
1.649752475,0.890495777,0.866722524,0.912489355
1.650540054,0.890514255,0.866722524,0.912489355
1.651327633,0.890534043,0.866722524,0.912489355
1.652115212,0.890556872,0.866722524,0.912489355
1.652902790,0.890556872,0.866722524,0.912489355
1.653690369,0.890585065,0.866722524,0.912489355
1.654477948,0.890608609,0.866942167,0.912531555
1.655265527,0.890608609,0.866942167,0.912531555
1.656053105,0.890629053,0.866942167,0.912531555
1.656840684,0.890648186,0.866942167,0.912531555
1.657628263,0.890648186,0.866942167,0.912531555
1.658415842,0.890673339,0.866942167,0.912531555
1.659203420,0.890692651,0.866942167,0.912531555
1.659990999,0.890715599,0.866991103,0.912531555
1.660778578,0.890715599,0.866991103,0.912531555
1.661566157,0.890738368,0.866991103,0.912531555
1.662353735,0.890773892,0.866991103,0.912531555
1.663141314,0.890773892,0.866991103,0.912531555
1.663928893,0.890792251,0.866991103,0.912531555
1.664716472,0.890821457,0.866991103,0.912531555
1.665504050,0.890821457,0.866991103,0.912531555
1.666291629,0.890847683,0.866991103,0.912531555
1.667079208,0.890860140,0.866991103,0.912531555
1.667866787,0.890890479,0.866991103,0.912531555
1.668654365,0.890890479,0.866991103,0.912531555
1.669441944,0.890906632,0.866991103,0.912531555
1.670229523,0.890925050,0.866991103,0.912531555
1.671017102,0.890925050,0.866991103,0.912531555
1.671804680,0.890951097,0.866991103,0.912531555
1.672592259,0.890984118,0.866991103,0.912531555
1.673379838,0.890984118,0.866991103,0.912531555
1.674167417,0.890998483,0.866991103,0.912531555
1.674954995,0.891025424,0.866991103,0.912531555
1.675742574,0.891051769,0.866991103,0.912531555
1.676530153,0.891051769,0.866991103,0.912531555
1.677317732,0.891069472,0.866991103,0.912531555
1.678105311,0.891104758,0.866991103,0.912531555
1.678892889,0.891104758,0.866991103,0.912531555
1.679680468,0.891142607,0.866991103,0.912531555
1.680468047,0.891154230,0.866991103,0.912598431
1.681255626,0.891154230,0.866991103,0.912598431
1.682043204,0.891159236,0.866991103,0.912598431
1.682830783,0.891182899,0.866991103,0.912598431
1.683618362,0.891212404,0.866991103,0.913043499
1.684405941,0.891212404,0.866991103,0.913043499
1.685193519,0.891237676,0.866991103,0.913043499
1.685981098,0.891260147,0.866991103,0.913043499
1.686768677,0.891260147,0.866991103,0.913043499
1.687556256,0.891299427,0.867072105,0.913043499
1.688343834,0.891319454,0.867072105,0.913043499
1.689131413,0.891319454,0.867072105,0.913043499
1.689918992,0.891340315,0.867072105,0.913043499
1.690706571,0.891361475,0.867072105,0.913043499
1.691494149,0.891392410,0.867072105,0.913043499
1.692281728,0.891392410,0.867072105,0.913043499
1.693069307,0.891431391,0.867370009,0.913233995
1.693856886,0.891451836,0.867370009,0.913233995
1.694644464,0.891451836,0.867370009,0.913233995
1.695432043,0.891477942,0.867572129,0.913233995
1.696219622,0.891502678,0.867572129,0.913233995
1.697007201,0.891502678,0.867572129,0.913233995
1.697794779,0.891533315,0.867572129,0.913233995
1.698582358,0.891549528,0.867572129,0.913233995
1.699369937,0.891576052,0.867572129,0.913233995
1.700157516,0.891576052,0.867572129,0.913233995
1.700945095,0.891607702,0.867572129,0.913233995
1.701732673,0.891636252,0.867572129,0.913233995
1.702520252,0.891636252,0.867572129,0.913233995
1.703307831,0.891666710,0.867576241,0.913233995
1.704095410,0.891687095,0.867576241,0.913461566
1.704882988,0.891687095,0.867576241,0.913461566
1.705670567,0.891708016,0.867610335,0.913461566
1.706458146,0.891734719,0.867610335,0.913461566
1.707245725,0.891749263,0.867610335,0.913461566
1.708033303,0.891749263,0.867610335,0.913461566
1.708820882,0.891787946,0.867610335,0.913461566
1.709608461,0.891817927,0.867610335,0.913461566
1.710396040,0.891817927,0.867610335,0.913461566
1.711183618,0.891844809,0.867724895,0.913461566
1.711971197,0.891869366,0.867802083,0.913461566
1.712758776,0.891869366,0.867802083,0.913461566
1.713546355,0.891900778,0.867802083,0.913461566
1.714333933,0.891924202,0.867802083,0.913461566
1.715121512,0.891955614,0.867802083,0.913527369
1.715909091,0.891955614,0.867802083,0.913527369
1.716696670,0.891980588,0.867802083,0.913527369
1.717484248,0.892017543,0.867802083,0.913527369
1.718271827,0.892017543,0.867802083,0.913527369
1.719059406,0.892053485,0.867802083,0.913701057
1.719846985,0.892076373,0.867802083,0.913822532
1.720634563,0.892076373,0.867802083,0.913822532
1.721422142,0.892112315,0.867802083,0.913822532
1.722209721,0.892127454,0.868223548,0.913822532
1.722997300,0.892146707,0.868223548,0.913822532
1.723784878,0.892146707,0.868223548,0.913822532
1.724572457,0.892164409,0.868223548,0.913913071
1.725360036,0.892193675,0.868223548,0.913913071
1.726147615,0.892193675,0.868223548,0.913913071
1.726935194,0.892216027,0.868398964,0.913913071
1.727722772,0.892238438,0.868421078,0.913913071
1.728510351,0.892238438,0.868421078,0.913913071
1.729297930,0.892272115,0.868695676,0.913941503
1.730085509,0.892303944,0.868695676,0.913998187
1.730873087,0.892322361,0.868695676,0.913998187
1.731660666,0.892322361,0.868695676,0.913998187
1.732448245,0.892353415,0.868695676,0.913998187
1.733235824,0.892399073,0.868695676,0.914188623
1.734023402,0.892399073,0.868695676,0.914188623
1.734810981,0.892427742,0.868695676,0.914188623
1.735598560,0.892455637,0.868695676,0.914188623
1.736386139,0.892455637,0.868695676,0.914188623
1.737173717,0.892479241,0.868695676,0.914188623
1.737961296,0.892505467,0.868695676,0.914188623
1.738748875,0.892529428,0.868695676,0.914211452
1.739536454,0.892529428,0.868695676,0.914211452
1.740324032,0.892559767,0.868695676,0.914235175
1.741111611,0.892586768,0.868695676,0.914235175
1.741899190,0.892586768,0.868695676,0.914235175
1.742686769,0.892615318,0.868766427,0.914262176
1.743474347,0.892647684,0.868877172,0.914262176
1.744261926,0.892647684,0.868877172,0.914262176
1.745049505,0.892671168,0.868877172,0.914262176
1.745837084,0.892695487,0.868877172,0.914383590
1.746624662,0.892717540,0.868877172,0.914383590
1.747412241,0.892717540,0.868877172,0.914383590
1.748199820,0.892740607,0.868877172,0.914383590
1.748987399,0.892772973,0.868877172,0.914383590
1.749774977,0.892772973,0.868877172,0.914383590
1.750562556,0.892806292,0.868877172,0.914383590
1.751350135,0.892841399,0.868877172,0.914383590
1.752137714,0.892841399,0.868877172,0.914383590
1.752925293,0.892868221,0.868877172,0.914383590
1.753712871,0.892903090,0.868877172,0.914383590
1.754500450,0.892903090,0.868877172,0.914383590
1.755288029,0.892924190,0.868877172,0.914383590
1.756075608,0.892957032,0.868877172,0.914383590
1.756863186,0.892984152,0.868877172,0.914383590
1.757650765,0.892984152,0.868877172,0.914383590
1.758438344,0.893010616,0.868877172,0.914383590
1.759225923,0.893035531,0.868877172,0.914383590
1.760013501,0.893035531,0.868877172,0.914383590
1.760801080,0.893052280,0.868877172,0.914383590
1.761588659,0.893075466,0.868936181,0.914383590
1.762376238,0.893075466,0.868936181,0.914383590
1.763163816,0.893101275,0.869166672,0.914913058
1.763951395,0.893134296,0.869166672,0.914913058
1.764738974,0.893170595,0.869255126,0.914986849
1.765526553,0.893170595,0.869255126,0.914986849
1.766314131,0.893199801,0.869255126,0.915086567
1.767101710,0.893230319,0.869255126,0.915086567
1.767889289,0.893230319,0.869255126,0.915086567
1.768676868,0.893251479,0.869255126,0.915239751
1.769464446,0.893274188,0.869255126,0.915325999
1.770252025,0.893274188,0.869255126,0.915325999
1.771039604,0.893305242,0.869255126,0.915325999
1.771827183,0.893337429,0.869255126,0.915572226
1.772614761,0.893358231,0.869255126,0.915572226
1.773402340,0.893358231,0.869255126,0.915572226
1.774189919,0.893396616,0.869255126,0.915763140
1.774977498,0.893421292,0.869255126,0.915763140
1.775765077,0.893421292,0.869255126,0.915763140
1.776552655,0.893459499,0.869255126,0.915763140
1.777340234,0.893493295,0.869269967,0.915763140
1.778127813,0.893493295,0.869269967,0.915763140
1.778915392,0.893513620,0.869269967,0.915763140
1.779702970,0.893543661,0.869269967,0.915763140
1.780490549,0.893573523,0.869377136,0.915763140
1.781278128,0.893573523,0.869377136,0.915763140
1.782065707,0.893595517,0.869377136,0.915763140
1.782853285,0.893615842,0.869377136,0.915763140
1.783640864,0.893615842,0.869377136,0.915763140
1.784428443,0.893635809,0.869377136,0.915763140
1.785216022,0.893659055,0.869377136,0.915763140
1.786003600,0.893659055,0.869377136,0.915763140
1.786791179,0.893689334,0.869377136,0.915763140
1.787578758,0.893734038,0.869377136,0.915763140
1.788366337,0.893769443,0.869377136,0.915763140
1.789153915,0.893769443,0.869377136,0.915763140
1.789941494,0.893801510,0.869421482,0.915763140
1.790729073,0.893841445,0.869421482,0.915763140
1.791516652,0.893841445,0.869421482,0.915763140
1.792304230,0.893873692,0.869421482,0.915763140
1.793091809,0.893897474,0.869421482,0.915763140
1.793879388,0.893897474,0.869421482,0.915763140
1.794666967,0.893911600,0.869421482,0.915763140
1.795454545,0.893942118,0.869488537,0.915763140
1.796242124,0.893967628,0.869488537,0.915763140
1.797029703,0.893967628,0.869488537,0.915763140
1.797817282,0.894004166,0.869488537,0.915763140
1.798604860,0.894043744,0.869488537,0.915763140
1.799392439,0.894043744,0.869488537,0.915763140
1.800180018,0.894071043,0.869488537,0.915863276
1.800967597,0.894104600,0.869630754,0.915863276
1.801755176,0.894104600,0.869630754,0.915863276
1.802542754,0.894126832,0.869630754,0.915863276
1.803330333,0.894152403,0.869966447,0.915863276
1.804117912,0.894166827,0.869966447,0.915863276
1.804905491,0.894166827,0.869966447,0.915863276
1.805693069,0.894201100,0.869966447,0.915863276
1.806480648,0.894230485,0.869966447,0.915887833
1.807268227,0.894230485,0.869966447,0.915887833
1.808055806,0.894266307,0.869966447,0.916095912
1.808843384,0.894299567,0.869983971,0.916095912
1.809630963,0.894299567,0.869983971,0.916095912
1.810418542,0.894329250,0.870118856,0.916095912
1.811206121,0.894386947,0.870247960,0.916095912
1.811993699,0.894417822,0.870247960,0.916095912
1.812781278,0.894417822,0.870247960,0.916095912
1.813568857,0.894434571,0.870247960,0.916172743
1.814356436,0.894457877,0.870247960,0.916172743
1.815144014,0.894457877,0.870247960,0.916172743
1.815931593,0.894489765,0.870247960,0.916172743
1.816719172,0.894514799,0.870247960,0.916172743
1.817506751,0.894514799,0.870247960,0.916172743
1.818294329,0.894542336,0.870247960,0.916172743
1.819081908,0.894571304,0.870279133,0.916535437
1.819869487,0.894600809,0.870279133,0.916535437
1.820657066,0.894600809,0.870279133,0.916535437
1.821444644,0.894636989,0.870516181,0.916535437
1.822232223,0.894666612,0.870516181,0.916535437
1.823019802,0.894666612,0.870516181,0.916535437
1.823807381,0.894690931,0.870759308,0.916535437
1.824594959,0.894724011,0.870759308,0.916736782
1.825382538,0.894724011,0.870759308,0.916736782
1.826170117,0.894760966,0.870759308,0.916736782
1.826957696,0.894784689,0.870759308,0.916736782
1.827745275,0.894813478,0.870759308,0.916736782
1.828532853,0.894813478,0.870759308,0.916736782
1.829320432,0.894829810,0.870759308,0.916742921
1.830108011,0.894869506,0.870759308,0.916742921
1.830895590,0.894869506,0.870759308,0.916742921
1.831683168,0.894896686,0.870759308,0.916742921
1.832470747,0.894933403,0.870759308,0.916742921
1.833258326,0.894933403,0.870759308,0.916742921
1.834045905,0.894958496,0.870759308,0.916742921
1.834833483,0.894997299,0.870759308,0.916742921
1.835621062,0.895027936,0.870759308,0.916742921
1.836408641,0.895027936,0.870759308,0.916742921
1.837196220,0.895054102,0.870759308,0.916811109
1.837983798,0.895083010,0.870759308,0.916811109
1.838771377,0.895083010,0.870759308,0.916811109
1.839558956,0.895115912,0.870759308,0.916811109
1.840346535,0.895136714,0.870759308,0.916811109
1.841134113,0.895136714,0.870759308,0.916811109
1.841921692,0.895156682,0.870759308,0.916811109
1.842709271,0.895186841,0.870839953,0.916811109
1.843496850,0.895226121,0.870839953,0.916811109
1.844284428,0.895226121,0.870839953,0.916811109
1.845072007,0.895259798,0.871287107,0.916811109
1.845859586,0.895278335,0.871287107,0.916952074
1.846647165,0.895278335,0.871287107,0.916952074
1.847434743,0.895304084,0.871287107,0.916952074
1.848222322,0.895331025,0.871287107,0.916952074
1.849009901,0.895331025,0.871287107,0.916952074
1.849797480,0.895361543,0.871416152,0.916952074
1.850585059,0.895403326,0.871589065,0.916952074
1.851372637,0.895441353,0.871589065,0.916952074
1.852160216,0.895441353,0.871589065,0.916952074
1.852947795,0.895465493,0.871589065,0.916952074
1.853735374,0.895500958,0.871589065,0.916952074
1.854522952,0.895500958,0.871589065,0.916952074
1.855310531,0.895542383,0.871589065,0.916952074
1.856098110,0.895567000,0.871644318,0.916952074
1.856885689,0.895567000,0.871644318,0.916952074
1.857673267,0.895595312,0.871644318,0.916952074
1.858460846,0.895624757,0.871644318,0.916952074
1.859248425,0.895648122,0.871644318,0.916952074
1.860036004,0.895648122,0.871644318,0.916952074
1.860823582,0.895700514,0.871644318,0.916952074
1.861611161,0.895730138,0.871644318,0.916952074
1.862398740,0.895730138,0.871644318,0.916952074
1.863186319,0.895772696,0.871644318,0.916952074
1.863973897,0.895802975,0.871644318,0.916952074
1.864761476,0.895802975,0.871644318,0.916952074
1.865549055,0.895830095,0.871644318,0.917186081
1.866336634,0.895861804,0.871644318,0.917293251
1.867124212,0.895891011,0.871644318,0.917369306
1.867911791,0.895891011,0.871644318,0.917369306
1.868699370,0.895934105,0.871644318,0.917369306
1.869486949,0.895963490,0.871644318,0.917562723
1.870274527,0.895963490,0.871644318,0.917562723
1.871062106,0.895994484,0.871644318,0.917677641
1.871849685,0.896044612,0.871666670,0.917677641
1.872637264,0.896044612,0.871666670,0.917677641
1.873424842,0.896091163,0.871666670,0.917677641
1.874212421,0.896119773,0.871666670,0.917677641
1.875000000,0.896151841,0.871666670,0.917677641
1.875787579,0.896155417,0.871666670,0.917677641
1.876575158,0.896199226,0.871666670,0.917677641
1.877362736,0.896245480,0.871666670,0.917760253
1.878150315,0.896245480,0.871666670,0.917760253
1.878937894,0.896275520,0.871666670,0.917786539
1.879725473,0.896306634,0.871666670,0.917808235
1.880513051,0.896306634,0.871666670,0.917808235
1.881300630,0.896348536,0.871710539,0.918076575
1.882088209,0.896385193,0.871710539,0.918076575
1.882875788,0.896385193,0.871710539,0.918076575
1.883663366,0.896412253,0.871710539,0.918076575
1.884450945,0.896447599,0.871857285,0.918076575
1.885238524,0.896478593,0.871857285,0.918500423
1.886026103,0.896478593,0.871857285,0.918500423
1.886813681,0.896522343,0.871857285,0.918500423
1.887601260,0.896547735,0.871857285,0.918544173
1.888388839,0.896547735,0.871857285,0.918544173
1.889176418,0.896590948,0.871857285,0.918544173
1.889963996,0.896626353,0.871857285,0.918544173
1.890751575,0.896626353,0.871857285,0.918544173
1.891539154,0.896665931,0.871857285,0.918544173
1.892326733,0.896709144,0.871857285,0.918635190
1.893114311,0.896746457,0.871921182,0.918635190
1.893901890,0.896746457,0.871921182,0.918635190
1.894689469,0.896779537,0.871921182,0.918635190
1.895477048,0.896828532,0.872391641,0.918664396
1.896264626,0.896828532,0.872391641,0.918664396
1.897052205,0.896870434,0.872391641,0.918664396
1.897839784,0.896910787,0.872391641,0.918664396
1.898627363,0.896910787,0.872391641,0.918664396
1.899414941,0.896942258,0.872391641,0.918664396
1.900202520,0.896979988,0.872391641,0.918664396
1.900990099,0.897026718,0.872391641,0.918897629
1.901777678,0.897026718,0.872391641,0.918897629
1.902565257,0.897065282,0.873015881,0.918897629
1.903352835,0.897109032,0.873015881,0.919075131
1.904140414,0.897109032,0.873015881,0.919075131
1.904927993,0.897149742,0.873015881,0.919324577
1.905715572,0.897181511,0.873153806,0.919368982
1.906503150,0.897181511,0.873153806,0.919368982
1.907290729,0.897232115,0.873153806,0.919410765
1.908078308,0.897287726,0.873153806,0.919487655
1.908865887,0.897327483,0.873153806,0.919758439
1.909653465,0.897327483,0.873153806,0.919758439
1.910441044,0.897368193,0.873153806,0.919928849
1.911228623,0.897404194,0.873153806,0.919928849
1.912016202,0.897404194,0.873153806,0.919928849
1.912803780,0.897451758,0.873191476,0.919965565
1.913591359,0.897499025,0.873191476,0.919965565
1.914378938,0.897499025,0.873191476,0.919965565
1.915166517,0.897522151,0.873191476,0.920063972
1.915954095,0.897556245,0.873191476,0.920063972
1.916741674,0.897581160,0.873191476,0.920063972
1.917529253,0.897581160,0.873191476,0.920063972
1.918316832,0.897623062,0.873191476,0.920063972
1.919104410,0.897658288,0.873191476,0.920063972
1.919891989,0.897658288,0.873191476,0.920063972
1.920679568,0.897709012,0.873194218,0.920208156
1.921467147,0.897737443,0.873194218,0.920208156
1.922254725,0.897737443,0.873194218,0.920208156
1.923042304,0.897799075,0.873227715,0.920262635
1.923829883,0.897847891,0.873227715,0.920262635
1.924617462,0.897882760,0.873227715,0.920262635
1.925405041,0.897882760,0.873227715,0.920262635
1.926192619,0.897917092,0.873227715,0.920262635
1.926980198,0.897948980,0.873227715,0.920262635
1.927767777,0.897948980,0.873227715,0.920262635
1.928555356,0.897973597,0.873355269,0.920262635
1.929342934,0.898015141,0.873355269,0.920376718
1.930130513,0.898015141,0.873355269,0.920376718
1.930918092,0.898043871,0.873514414,0.920376718
1.931705671,0.898080647,0.873514414,0.920376718
1.932493249,0.898120344,0.873514414,0.920376718
1.933280828,0.898120344,0.873514414,0.920376718
1.934068407,0.898151517,0.873514414,0.920376718
1.934855986,0.898183584,0.873514414,0.920376718
1.935643564,0.898183584,0.873514414,0.920376718
1.936431143,0.898230374,0.873514414,0.920376718
1.937218722,0.898274004,0.873514414,0.920826137
1.938006301,0.898274004,0.873514414,0.920826137
1.938793879,0.898312628,0.873514414,0.920826137
1.939581458,0.898341775,0.873514414,0.920826137
1.940369037,0.898379266,0.873514414,0.920826137
1.941156616,0.898379266,0.873514414,0.920826137
1.941944194,0.898419559,0.873514414,0.920863330
1.942731773,0.898460925,0.873514414,0.920869589
1.943519352,0.898460925,0.873514414,0.920869589
1.944306931,0.898485839,0.873897731,0.920869589
1.945094509,0.898514152,0.873897731,0.920869589
1.945882088,0.898514152,0.873897731,0.920869589
1.946669667,0.898556530,0.873897731,0.920869589
1.947457246,0.898607433,0.874022603,0.920869589
1.948244824,0.898650169,0.874152243,0.920869589
1.949032403,0.898650169,0.874152243,0.920869589
1.949819982,0.898697495,0.874152243,0.921143830
1.950607561,0.898746610,0.874152243,0.921143830
1.951395140,0.898746610,0.874152243,0.921143830
1.952182718,0.898803174,0.874161065,0.921143830
1.952970297,0.898840725,0.874161065,0.921143830
1.953757876,0.898840725,0.874161065,0.921143830
1.954545455,0.898880124,0.874161065,0.921143830
1.955333033,0.898931503,0.874161065,0.921143830
1.956120612,0.898974955,0.874161065,0.921143830
1.956908191,0.898974955,0.874161065,0.921143830
1.957695770,0.899025261,0.874161065,0.921143830
1.958483348,0.899053812,0.874161065,0.921143830
1.959270927,0.899053812,0.874161065,0.921143830
1.960058506,0.899089217,0.874570429,0.921143830
1.960846085,0.899125934,0.874570429,0.921143830
1.961633663,0.899125934,0.874570429,0.921143830
1.962421242,0.899165034,0.874570429,0.921143830
1.963208821,0.899216294,0.874570429,0.921253204
1.963996400,0.899255872,0.874570429,0.921253204
1.964783978,0.899255872,0.874570429,0.921253204
1.965571557,0.899281740,0.874570429,0.921253204
1.966359136,0.899305582,0.874570429,0.921253204
1.967146715,0.899305582,0.874570429,0.921253204
1.967934293,0.899336576,0.874570429,0.921253204
1.968721872,0.899371803,0.874570429,0.921253204
1.969509451,0.899371803,0.874570429,0.921253204
1.970297030,0.899401367,0.874570429,0.921253204
1.971084608,0.899423718,0.874587476,0.921259820
1.971872187,0.899452329,0.874587476,0.921259820
1.972659766,0.899452329,0.874587476,0.921259820
1.973447345,0.899501562,0.874587476,0.921317458
1.974234923,0.899540901,0.874893606,0.921317458
1.975022502,0.899540901,0.874893606,0.921317458
1.975810081,0.899579585,0.874893606,0.921317458
1.976597660,0.899610698,0.874893606,0.921317458
1.977385239,0.899610698,0.874893606,0.921317458
1.978172817,0.899630249,0.874893606,0.921317458
1.978960396,0.899670184,0.875000000,0.921317458
1.979747975,0.899719000,0.875000000,0.921317458
1.980535554,0.899719000,0.875000000,0.921317458
1.981323132,0.899758279,0.875101388,0.921317458
1.982110711,0.899788320,0.875101388,0.921317458
1.982898290,0.899788320,0.875101388,0.921317458
1.983685869,0.899818778,0.875101388,0.921317458
1.984473447,0.899852157,0.875101388,0.921317458
1.985261026,0.899852157,0.875101388,0.921317458
1.986048605,0.899894536,0.875101388,0.921317458
1.986836184,0.899926782,0.875101388,0.921317458
1.987623762,0.899968386,0.875617802,0.921317458
1.988411341,0.899968386,0.875617802,0.921317458
1.989198920,0.900002837,0.875617802,0.921317458
1.989986499,0.900036871,0.875617802,0.921317458
1.990774077,0.900036871,0.875617802,0.921317458
1.991561656,0.900062084,0.875617802,0.921317458
1.992349235,0.900114238,0.875617802,0.921504498
1.993136814,0.900114238,0.875617802,0.921504498
1.993924392,0.900155783,0.875617802,0.922099888
1.994711971,0.900186419,0.875617802,0.922099888
1.995499550,0.900211930,0.875617802,0.922099888
1.996287129,0.900211930,0.875617802,0.922099888
1.997074707,0.900243282,0.875647664,0.922099888
1.997862286,0.900281131,0.875647664,0.922099888
1.998649865,0.900281131,0.875647664,0.922099888
1.999437444,0.900311291,0.875647664,0.922099888
2.000225023,0.900354207,0.875647664,0.922099888
2.001012601,0.900354207,0.875647664,0.922099888
2.001800180,0.900394917,0.875647664,0.922099888
2.002587759,0.900440037,0.875647664,0.922099888
2.003375338,0.900440037,0.875647664,0.922099888
