FPrate,Sensivity[Mean],Sensivity[Lower bound],Sensivity[Upper bound]
0.391989199,0.787114799,0.754412889,0.820280313
0.392776778,0.787114799,0.754412889,0.820280313
0.393564356,0.787398696,0.754927158,0.820280313
0.394351935,0.787662387,0.754927158,0.820280313
0.395139514,0.787662387,0.754927158,0.820280313
0.395927093,0.787902951,0.755154610,0.820280313
0.396714671,0.788144231,0.755395710,0.820713639
0.397502250,0.788144231,0.755395710,0.820713639
0.398289829,0.788456559,0.755999982,0.820932150
0.399077408,0.788775802,0.755999982,0.821522295
0.399864986,0.789037526,0.756013751,0.821522295
0.400652565,0.789037526,0.756013751,0.821522295
0.401440144,0.789345443,0.756872833,0.821522295
0.402227723,0.789599240,0.756915331,0.821603954
0.403015302,0.789599240,0.756915331,0.821603954
0.403802880,0.789804578,0.756915331,0.821917832
0.404590459,0.790106893,0.757600009,0.821917832
0.405378038,0.790106893,0.757600009,0.821917832
0.406165617,0.790344954,0.758078575,0.821917832
0.406953195,0.790616751,0.758078575,0.822676897
0.407740774,0.790864825,0.758591056,0.822676897
0.408528353,0.790864825,0.758591056,0.822676897
0.409315932,0.791147113,0.758591056,0.822907507
0.410103510,0.791406155,0.758591056,0.823675513
0.410891089,0.791406155,0.758591056,0.823675513
0.411678668,0.791697145,0.758591056,0.823675513
0.412466247,0.791957974,0.758591056,0.823675513
0.413253825,0.791957974,0.758591056,0.823675513
0.414041404,0.792228878,0.759197295,0.823675513
0.414828983,0.792499840,0.760096908,0.824823916
0.415616562,0.792751729,0.760904670,0.825112104
0.416404140,0.792751729,0.760904670,0.825112104
0.417191719,0.792979777,0.760904670,0.825186431
0.417979298,0.793200552,0.761061966,0.825610757
0.418766877,0.793200552,0.761061966,0.825610757
0.419554455,0.793449104,0.762027502,0.825838089
0.420342034,0.793697417,0.762639225,0.826986730
0.421129613,0.793697417,0.762639225,0.826986730
0.421917192,0.793916881,0.762639225,0.827007949
0.422704770,0.794139385,0.762639225,0.827464759
0.423492349,0.794367254,0.762639225,0.827464759
0.424279928,0.794367254,0.762639225,0.827464759
0.425067507,0.794647217,0.762639225,0.827464759
0.425855086,0.794927061,0.762639225,0.827464759
0.426642664,0.794927061,0.762639225,0.827464759
0.427430243,0.795213282,0.762842476,0.827502012
0.428217822,0.795473337,0.762842476,0.827890575
0.429005401,0.795473337,0.762842476,0.827890575
0.429792979,0.795743585,0.762854934,0.828620374
0.430580558,0.796004951,0.763245046,0.828620374
0.431368137,0.796306014,0.763562739,0.828699529
0.432155716,0.796306014,0.763562739,0.828699529
0.432943294,0.796551287,0.763589323,0.829225361
0.433730873,0.796808600,0.763716817,0.829289436
0.434518452,0.796808600,0.763716817,0.829289436
0.435306031,0.797071755,0.763716817,0.829289436
0.436093609,0.797325373,0.764800012,0.829289436
0.436881188,0.797325373,0.764800012,0.829289436
0.437668767,0.797618032,0.764800012,0.829596400
0.438456346,0.797887325,0.764800012,0.830334187
0.439243924,0.798155367,0.764800012,0.830334187
0.440031503,0.798155367,0.764800012,0.830334187
0.440819082,0.798477590,0.765486717,0.830334187
0.441606661,0.798799932,0.765486717,0.831421018
0.442394239,0.798799932,0.765486717,0.831421018
0.443181818,0.799050152,0.765486717,0.831751525
0.443969397,0.799308240,0.766308844,0.831866205
0.444756976,0.799308240,0.766308844,0.831866205
0.445544554,0.799574316,0.766308844,0.831866205
0.446332133,0.799829900,0.766308844,0.832047999
0.447119712,0.800126672,0.766308844,0.832891226
0.447907291,0.800126672,0.766308844,0.832891226
0.448694869,0.800375998,0.767780662,0.832891226
0.449482448,0.800665498,0.767780662,0.833773077
0.450270027,0.800665498,0.767780662,0.833773077
0.451057606,0.800924897,0.768900335,0.833775401
0.451845185,0.801205337,0.768900335,0.834295154
0.452632763,0.801205337,0.768900335,0.834295154
0.453420342,0.801478267,0.768900335,0.834410310
0.454207921,0.801813602,0.768900335,0.834677398
0.454995500,0.802063942,0.768900335,0.835956931
0.455783078,0.802063942,0.768900335,0.835956931
0.456570657,0.802309215,0.768900335,0.836221814
0.457358236,0.802561760,0.769230783,0.836221814
0.458145815,0.802561760,0.769230783,0.836221814
0.458933393,0.802882195,0.769230783,0.836221814
0.459720972,0.803173244,0.769759476,0.836379468
0.460508551,0.803173244,0.769759476,0.836379468
0.461296130,0.803486466,0.769999981,0.836579144
0.462083708,0.803744733,0.770618558,0.837068975
0.462871287,0.804034829,0.771382868,0.837088406
0.463658866,0.804034829,0.771382868,0.837088406
0.464446445,0.804343164,0.771382868,0.837270319
0.465234023,0.804622293,0.771382868,0.837425888
0.466021602,0.804622293,0.771382868,0.837425888
0.466809181,0.804899752,0.771382868,0.837425888
0.467596760,0.805188298,0.771382868,0.837613940
0.468384338,0.805188298,0.771382868,0.837613940
0.469171917,0.805470169,0.771776974,0.837613940
0.469959496,0.805745721,0.772575259,0.837613940
0.470747075,0.806027591,0.772762060,0.837613940
0.471534653,0.806027591,0.772762060,0.837613940
0.472322232,0.806322515,0.772762060,0.837613940
0.473109811,0.806612849,0.773527145,0.837641358
0.473897390,0.806612849,0.773527145,0.837641358
0.474684968,0.806878567,0.774297178,0.837641358
0.475472547,0.807115674,0.774336278,0.837931037
0.476260126,0.807115674,0.774336278,0.837931037
0.477047705,0.807369411,0.774366856,0.837931037
0.477835284,0.807632565,0.774366856,0.838196278
0.478622862,0.807912350,0.774366856,0.838196278
0.479410441,0.807912350,0.774366856,0.838196278
0.480198020,0.808198154,0.775134325,0.838209987
0.480985599,0.808428824,0.775134325,0.839429080
0.481773177,0.808428824,0.775134325,0.839429080
0.482560756,0.808667481,0.775221229,0.839516819
0.483348335,0.808906734,0.775221229,0.839516819
0.484135914,0.808906734,0.775221229,0.839516819
0.484923492,0.809176147,0.775919735,0.839895010
0.485711071,0.809424043,0.775919735,0.839895010
0.486498650,0.809695065,0.775919735,0.839895010
0.487286229,0.809695065,0.775919735,0.839895010
0.488073807,0.809936225,0.776419222,0.840064645
0.488861386,0.810187936,0.776978433,0.841059625
0.489648965,0.810187936,0.776978433,0.841059625
0.490436544,0.810422421,0.776978433,0.841059625
0.491224122,0.810645103,0.776978433,0.841059625
0.492011701,0.810645103,0.776978433,0.841059625
0.492799280,0.810871959,0.776978433,0.841075778
0.493586859,0.811074376,0.777777791,0.841075778
0.494374437,0.811301887,0.777777791,0.841129005
0.495162016,0.811301887,0.777777791,0.841129005
0.495949595,0.811581075,0.778253436,0.841129005
0.496737174,0.811835766,0.778577149,0.841129005
0.497524752,0.811835766,0.778577149,0.841129005
0.498312331,0.812086284,0.779376507,0.841680110
0.499099910,0.812291980,0.779376507,0.841726601
0.499887489,0.812291980,0.779376507,0.841726601
0.500675068,0.812553704,0.780975223,0.841726601
0.501462646,0.812782109,0.780975223,0.842539132
0.502250225,0.812782109,0.780975223,0.842539132
0.503037804,0.813006341,0.780975223,0.842539132
0.503825383,0.813239455,0.781223834,0.842539132
0.504612961,0.813423216,0.781223834,0.842539132
0.505400540,0.813423216,0.781223834,0.842539132
0.506188119,0.813595235,0.781223834,0.842539132
0.506975698,0.813790321,0.781561434,0.842539132
0.507763276,0.813790321,0.781561434,0.842539132
0.508550855,0.813975215,0.781561434,0.842539132
0.509338434,0.814220309,0.781599998,0.843205571
0.510126013,0.814220309,0.781599998,0.843205571
0.510913591,0.814422607,0.781678081,0.843205571
0.511701170,0.814615250,0.781833589,0.843205571
0.512488749,0.814818740,0.781833589,0.843205571
0.513276328,0.814818740,0.781833589,0.843205571
0.514063906,0.815010190,0.782682538,0.843342066
0.514851485,0.815174460,0.782682538,0.843342066
0.515639064,0.815174460,0.782682538,0.843342066
0.516426643,0.815362036,0.782708466,0.844124675
0.517214221,0.815577030,0.783390403,0.844187975
0.518001800,0.815577030,0.783390403,0.844187975
0.518789379,0.815764308,0.783531427,0.844187975
0.519576958,0.815954566,0.783999979,0.844234109
0.520364536,0.816127062,0.784589887,0.844234109
0.521152115,0.816127062,0.784589887,0.844234109
0.521939694,0.816324115,0.784589887,0.844781458
0.522727273,0.816481948,0.785003841,0.844781458
0.523514851,0.816481948,0.785003841,0.844781458
0.524302430,0.816685557,0.785123944,0.844781458
0.525090009,0.816871047,0.785840690,0.844924033
0.525877588,0.816871047,0.785840690,0.844924033
0.526665167,0.817051291,0.785840690,0.844924033
0.527452745,0.817227423,0.786585391,0.844924033
0.528240324,0.817403555,0.786941588,0.845046580
0.529027903,0.817403555,0.786941588,0.845046580
0.529815482,0.817571104,0.787091374,0.845689654
0.530603060,0.817753196,0.787091374,0.846019268
0.531390639,0.817753196,0.787091374,0.846019268
0.532178218,0.817917943,0.787610590,0.846425414
0.532965797,0.818082809,0.788181126,0.846620440
0.533753375,0.818082809,0.788181126,0.846620440
0.534540954,0.818248272,0.788327515,0.846620440
0.535328533,0.818403065,0.788327515,0.846689880
0.536116112,0.818583250,0.788461566,0.846689880
0.536903690,0.818583250,0.788461566,0.846689880
0.537691269,0.818716168,0.788495600,0.846689880
0.538478848,0.818919480,0.788495600,0.846689880
0.539266427,0.818919480,0.788495600,0.846689880
0.540054005,0.819084704,0.788495600,0.847079039
0.540841584,0.819251180,0.789198577,0.847079039
0.541629163,0.819251180,0.789198577,0.847079039
0.542416742,0.819404125,0.789198577,0.847079039
0.543204320,0.819552839,0.789198577,0.847079039
0.543991899,0.819719374,0.789294839,0.847308040
0.544779478,0.819719374,0.789294839,0.847308040
0.545567057,0.819893241,0.789294839,0.847308040
0.546354635,0.820062220,0.789294839,0.847308040
0.547142214,0.820062220,0.789294839,0.847308040
0.547929793,0.820232272,0.790082633,0.847580671
0.548717372,0.820416927,0.790082633,0.847580671
0.549504950,0.820416927,0.790082633,0.847580671
0.550292529,0.820585310,0.790736139,0.848275840
0.551080108,0.820741653,0.790736139,0.848275840
0.551867687,0.820924342,0.791282475,0.848353565
0.552655266,0.820924342,0.791282475,0.848353565
0.553442844,0.821070075,0.791735530,0.848432064
0.554230423,0.821247041,0.791735530,0.848797262
0.555018002,0.821247041,0.791735530,0.848797262
0.555805581,0.821396589,0.791806042,0.849134386
0.556593159,0.821559846,0.791999996,0.849134386
0.557380738,0.821559846,0.791999996,0.849134386
0.558168317,0.821722388,0.792046368,0.849212945
0.558955896,0.821872354,0.792046368,0.849220097
0.559743474,0.822007418,0.792173922,0.849337757
0.560531053,0.822007418,0.792173922,0.849337757
0.561318632,0.822201669,0.792387545,0.849650323
0.562106211,0.822366714,0.793388426,0.850220263
0.562893789,0.822366714,0.793388426,0.850220263
0.563681368,0.822528183,0.793388426,0.850346029
0.564468947,0.822727084,0.793388426,0.851101339
0.565256526,0.822727084,0.793388426,0.851101339
0.566044104,0.822915733,0.793388426,0.852022052
0.566831683,0.823095858,0.793703377,0.852045238
0.567619262,0.823269188,0.793703377,0.852045238
0.568406841,0.823269188,0.793703377,0.852045238
0.569194419,0.823420644,0.793797135,0.852076113
0.569981998,0.823564351,0.793797135,0.852143466
0.570769577,0.823564351,0.793797135,0.852143466
0.571557156,0.823759615,0.793797135,0.852233648
0.572344734,0.823902071,0.793797135,0.852233648
0.573132313,0.823902071,0.793797135,0.852233648
0.573919892,0.824077725,0.794266462,0.852459013
0.574707471,0.824237287,0.794266462,0.852526903
0.575495050,0.824401319,0.794314384,0.853470445
0.576282628,0.824401319,0.794314384,0.853470445
0.577070207,0.824529052,0.794314384,0.853470445
0.577857786,0.824701428,0.794314384,0.853860319
0.578645365,0.824701428,0.794314384,0.853860319
0.579432943,0.824897707,0.794314384,0.853893280
